household_id,group,manure,crop_rotation,intercropping,mulching,number_of_practices,base_yield,practice_effect,noise,yield_tha
608,Control,1,0,0,0,1,0.552609161116518,0.07,-0.15871597161948323,0.5
609,Control,1,0,0,1,2,0.9877941254179488,0.14,0.3021430730756276,1.4299371984935763
610,Control,1,0,0,1,2,1.6585944498646499,0.14,-0.10073192345975993,1.69786252640489
611,Control,1,0,0,0,1,1.228971457634694,0.07,-0.1450572400980906,1.1539142175366035
612,Control,1,0,0,1,2,1.1570331233199875,0.14,-0.14850735552607516,1.1485257677939122
613,Control,0,0,0,0,0,1.1919258093750547,0,-0.35501259279369735,0.8369132165813573
614,Control,1,0,0,0,1,1.3868828555233954,0.07,0.12171243117430326,1.5785952866976987
615,Control,0,0,0,0,0,1.5064937175530637,0,-0.10871867524334983,1.397775042309714
616,Control,0,1,1,0,2,1.2892852138209763,0.14,0.10730788393233646,1.5365930977533127
617,Control,1,0,1,0,2,1.3875540889782205,0.14,-0.33561691984959807,1.1919371691286225
618,Control,1,1,0,0,2,1.31049842296888,0.14,-0.0972013116378427,1.3532971113310373
619,Control,1,0,0,1,2,1.421230946174212,0.14,0.045477678925980675,1.6067086251001927
620,Control,1,0,1,1,3,1.3471621668516987,0.21000000000000002,-0.1720221509600364,1.3851400158916622
621,Control,1,0,0,0,1,0.5202000521968999,0.07,0.19854704604487736,0.7887470982417774
622,Control,0,0,0,0,0,0.7745118502335144,0,-0.45169738525568426,0.5
623,Control,1,1,0,1,3,0.9282555906876517,0.21000000000000002,-0.057753956011816904,1.0805016346758347
624,Control,0,0,0,0,0,0.9938573139736793,0,0.04479515569957226,1.0386524696732515
625,Control,1,0,0,0,1,1.5890119895724624,0.07,-0.23233920716549372,1.4266727824069687
626,Control,0,0,1,0,1,1.116953673701144,0.07,-0.14774544442057275,1.0392082292805713
627,Control,1,0,0,1,2,1.3199748256583828,0.14,-0.20807491216950488,1.251899913488878
628,Control,1,0,0,0,1,0.9186360596358525,0.07,0.03280003297107363,1.0214360926069261
629,Control,0,0,0,1,1,1.056206989386182,0.07,0.13717330156613902,1.263380290952321
630,Control,1,0,0,0,1,0.9462926357721999,0.07,-0.18016563821146642,0.8361269975607335
631,Control,1,0,1,0,2,0.9530240572511708,0.14,0.2538275302391215,1.3468515874902922
632,Control,1,0,0,0,1,1.5368328923758687,0.07,-0.21260300443107735,1.3942298879447914
633,Control,1,0,0,1,2,1.0925511931882532,0.14,0.13310232372810257,1.365653516916356
634,Control,1,0,1,1,3,1.109559102789528,0.21000000000000002,-0.04427500656677831,1.2752840962227496
635,Control,0,0,0,1,1,0.9874235281067097,0.07,0.08461296558210746,1.1420364936888172
636,Control,0,0,0,0,0,0.820305240958197,0,-0.16060051357715982,0.6597047273810372
637,Control,1,0,0,1,2,0.9392453973205825,0.14,0.1427008372735592,1.2219462345941416
638,Control,1,0,0,0,1,0.6356852688322023,0.07,0.11505448743018934,0.8207397562623917
639,Control,0,0,1,1,2,0.9941420961748649,0.14,0.10919767567132371,1.2433397718461887
640,Control,0,0,0,0,0,0.7737899390369971,0,0.07605085569117773,0.8498407947281749
641,Control,1,1,0,0,2,1.3567262765066572,0.14,-0.2243157020795632,1.2724105744270942
642,Control,1,1,0,0,2,1.4530500224625267,0.14,0.04310005366209163,1.6361500761246184
643,Control,0,0,0,0,0,0.6488822126967513,0,0.03462576995723079,0.683507982653982
644,Control,0,0,0,1,1,0.6118215179269437,0.07,-0.008481122126622867,0.6733403958003209
645,Control,1,1,0,1,3,0.8544980042667402,0.21000000000000002,0.12946724972917037,1.1939652539959107
646,Control,0,0,0,0,0,0.9820914792380512,0,0.16307527684887385,1.145166756086925
647,Control,1,0,0,0,1,1.038423913164576,0.07,0.3879146434028375,1.4963385565674137
648,Control,1,0,0,0,1,1.2393796752268607,0.07,0.16144863046347996,1.4708283056903406
649,Control,0,1,0,1,2,0.6951773499139382,0.14,-0.09001709577170182,0.7451602541422364
650,Control,0,0,1,0,1,1.0739359885322757,0.07,-0.013720163853940499,1.1302158246783351
651,Control,1,0,0,0,1,0.8083354209129098,0.07,0.013671134489981088,0.8920065554028909
652,Control,0,0,0,1,1,0.8193146236222447,0.07,0.17565502650314047,1.0649696501253851
653,Control,0,0,0,0,0,1.164731991910451,0,0.21363567782615506,1.378367669736606
654,Control,0,0,0,0,0,1.037228451958322,0,0.06126237424933859,1.0984908262076605
655,Control,1,0,1,0,2,1.2128674764087188,0.14,0.02483105298194175,1.3776985293906607
656,Control,1,1,1,0,3,0.7528928912457773,0.21000000000000002,-0.05644275549016086,0.9064501357556164
657,Control,1,0,0,0,1,1.026021146074151,0.07,-0.3248752461341781,0.771145899939973
658,Control,1,1,0,0,2,0.9464745414670417,0.14,-0.023096142625196082,1.0633783988418457
659,Control,1,0,1,0,2,1.3070914504038442,0.14,-1.5571282321371954e-4,1.4469357375806307
660,Control,1,0,1,0,2,0.9916234639755419,0.14,0.011623176606400717,1.1432466405819426
661,Control,0,0,0,1,1,0.7609195953152725,0.07,-0.022010241160542832,0.8089093541547298
662,Control,0,0,0,0,0,1.2156386923878675,0,-0.04283726547230986,1.1728014269155576
663,Control,1,1,0,0,2,1.1575942022126675,0.14,-0.1679865948098549,1.1296076074028127
664,Control,0,0,0,0,0,1.2446225059773108,0,-0.14063871653349755,1.1039837894438134
665,Control,1,0,0,1,2,1.0511639392662002,0.14,-0.35389455973519424,0.8372693795310061
666,Control,0,0,0,0,0,0.748702438563503,0,0.35000408728641175,1.0987065258499147
667,Control,0,0,0,0,0,0.5543811460246215,0,0.08694801364111757,0.6413291596657391
668,Control,1,1,0,0,2,1.3301668887546418,0.14,-0.1428702195961191,1.3272966691585226
669,Control,0,0,1,0,1,1.2805742149408395,0.07,-0.09520402924544988,1.2553701856953896
670,Control,1,0,0,0,1,1.0116051314177812,0.07,0.10294633903675976,1.184551470454541
671,Control,1,0,0,0,1,0.2815419925016903,0.07,0.09377892495588586,0.5
672,Control,0,0,0,1,1,0.9711159827318396,0.07,-0.2474245407116698,0.79369144202017
673,Control,1,1,0,0,2,1.2457139134770028,0.14,0.08976975999833021,1.4754836734753332
674,Control,1,0,0,0,1,0.8525454376759368,0.07,-0.05151837167004511,0.8710270660058916
675,Control,1,0,0,0,1,1.0934968832066083,0.07,-0.14332444447630438,1.020172438730304
676,Control,1,0,1,0,2,0.6887450102091885,0.14,-0.04498336517782865,0.7837616450313599
677,Control,1,0,1,1,3,1.1540787050297558,0.21000000000000002,0.05199246653346967,1.4160711715632255
678,Control,1,0,0,0,1,0.6005522800071004,0.07,0.25884402390249744,0.9293963039095978
679,Control,1,0,0,0,1,0.8344652148753019,0.07,-0.30935089960748113,0.5951143152678207
680,Control,1,0,0,0,1,1.3707024908799368,0.07,-0.18262585869197903,1.2580766321879577
681,Control,1,0,1,0,2,0.9333489537410401,0.14,-0.3554560787115554,0.7178928750294847
682,Control,0,1,0,0,1,1.426288257397483,0.07,-0.10282335438468265,1.3934649030128006
683,Control,0,0,0,0,0,1.1096110599995008,0,0.16666938953974064,1.2762804495392415
684,Control,0,0,0,0,0,1.3695535869196012,0,0.19762030858403387,1.567173895503635
685,Control,1,0,0,1,2,0.9800368710371848,0.14,0.254021820375326,1.3740586914125108
686,Control,0,0,0,0,0,1.204317902434638,0,0.12141328912075972,1.3257311915553978
687,Control,1,0,1,0,2,1.1599789003837822,0.14,0.14139051254520665,1.4413694129289887
688,Control,1,0,0,0,1,0.8855779272185865,0.07,-0.23908533413225133,0.7164925930863352
689,Control,0,1,0,0,1,1.4788076295822936,0.07,-0.10971550969653379,1.4390921198857598
690,Control,0,0,0,0,0,1.2671523416474915,0,0.2562385097153353,1.5233908513628267
691,Control,0,0,0,0,0,0.7526289692355371,0,-0.13192954113969863,0.6206994280958384
692,Control,1,0,0,0,1,1.3567743943954849,0.07,0.0934580767678433,1.5202324711633282
693,Control,0,0,0,0,0,0.8561395398454312,0,-0.10656669750001949,0.7495728423454118
694,Control,0,0,0,0,0,0.2145861927722389,0,-0.07446914257464193,0.5
695,Control,1,0,0,0,1,0.9334458778189058,0.07,-0.1839225899858451,0.8195232878330606
696,Control,0,0,0,0,0,0.722008727348195,0,-0.05315164004552735,0.6688570873026677
697,Control,1,0,0,0,1,0.8776578975175894,0.07,0.027864267672574883,0.9755221651901642
698,Control,0,0,1,1,2,0.8193111222072569,0.14,0.04750296076166258,1.0068140829689194
699,Control,0,0,0,0,0,0.2668426778570099,0,0.05274811429806153,0.5
700,Control,1,0,0,0,1,0.8491114675204459,0.07,-0.005834832175707292,0.9132766353447387
701,Control,0,0,0,0,0,1.2888611087657273,0,-0.022039334625212,1.2668217741405154
702,Control,1,1,0,0,2,0.4945239480168161,0.14,0.23481428138066726,0.8693382293974834
703,Control,1,0,0,0,1,1.4351826298372803,0.07,0.0072014493584925746,1.512384079195773
704,Control,0,1,1,0,2,1.4588550673614935,0.14,0.03279949111382723,1.6316545584753208
705,Control,0,1,1,0,2,0.715893823980941,0.14,0.28689302441529607,1.1427868483962371
706,Control,0,1,0,1,2,1.6883974775521438,0.14,-0.13078987636987435,1.6976076011822696
707,Control,1,0,1,0,2,0.6701754942457239,0.14,-0.1776732241879789,0.632502270057745
708,Control,1,0,0,0,1,1.0431012930108468,0.07,0.22733963080718814,1.340440923818035
709,Control,1,0,0,0,1,0.8816702955283415,0.07,0.5057878935925344,1.457458189120876
710,Control,0,0,0,0,0,1.3778459835398023,0,0.024581501466984054,1.4024274850067864
711,Control,0,1,1,0,2,0.6239516203959216,0.14,0.2355520393229575,0.9995036597188791
712,Control,0,0,0,0,0,0.8614136266249622,0,-0.15444367486872254,0.7069699517562397
713,Control,1,0,0,0,1,0.5534668326859531,0.07,-0.09544660366559848,0.5280202290203546
714,Control,0,0,0,0,0,1.2514643698567063,0,0.2167913315612065,1.4682557014179127
715,Control,0,0,1,0,1,1.171712539583245,0.07,-0.22208617699367672,1.0196263625895683
716,Control,0,0,0,0,0,0.9612677475553468,0,-0.19685926642588716,0.7644084811294597
717,Control,1,0,1,0,2,0.7588033979732746,0.14,0.37656926228304216,1.2753726602563167
718,Control,1,0,0,1,2,0.7080222831498325,0.14,-0.31931099235374927,0.5287112907960833
719,Control,1,0,1,0,2,1.027500147039931,0.14,0.17345873110787416,1.340958878147805
720,Control,0,0,1,1,2,0.5804334014943491,0.14,0.25060560651597186,0.971039008010321
721,Control,1,0,1,0,2,1.6171851099554526,0.14,0.27129912876005574,2.0284842387155084
722,Control,0,1,1,0,2,0.6694041276505227,0.14,0.02283896590558006,0.8322430935561028
723,Control,1,1,0,1,3,0.9777637800970961,0.21000000000000002,0.05704926091132696,1.244813041008423
724,Control,1,1,0,1,3,0.8200207883807271,0.21000000000000002,0.0837617532324592,1.1137825416131863
725,Control,1,0,0,0,1,0.9222167372153911,0.07,0.0829874355765125,1.0752041727919037
726,Control,0,0,0,0,0,0.9759864373643881,0,0.0033925712619504293,0.9793790086263385
727,Control,1,1,1,0,3,1.1623189054589664,0.21000000000000002,-0.10589546649991205,1.2664234389590543
728,Control,1,1,0,0,2,0.7518397897486553,0.14,0.05429941114837505,0.9461392008970303
729,Control,1,1,0,0,2,0.7085822627552139,0.14,0.18386337659470156,1.0324456393499155
730,Control,0,0,0,0,0,1.2363685481569369,0,0.06019198329851501,1.2965605314554518
731,Control,1,0,0,0,1,1.6034757369034183,0.07,0.014336668392340497,1.6878124052957588
732,Control,0,1,0,0,1,1.2157354583857765,0.07,3.612382709582945e-4,1.2860966966567349
733,Control,0,0,0,0,0,1.1333332966983416,0,-0.27203207457623607,0.8613012221221055
734,Control,0,0,1,0,1,1.0566607327157815,0.07,0.17979458219922934,1.3064553149150109
735,Control,1,0,1,1,3,1.023157510667772,0.21000000000000002,0.06307949460367457,1.2962370052714465
736,Control,1,0,0,0,1,0.4213632634211041,0.07,0.09396212716580299,0.5853253905869071
737,Control,1,0,1,0,2,1.1717190681073224,0.14,0.061240783942571125,1.3729598520498936
738,Control,0,0,0,0,0,0.8487723489409456,0,0.021787376910937507,0.870559725851883
739,Control,0,0,1,0,1,1.0894825492497382,0.07,0.13177884857502262,1.291261397824761
740,Control,0,0,0,0,0,1.4508095626360848,0,0.17914722493382385,1.6299567875699088
741,Control,0,0,0,0,0,0.9584306604728254,0,-0.47645362647291745,0.5
742,Control,0,0,0,0,0,1.1743169533943796,0,0.12191572871772921,1.2962326821121088
743,Control,1,0,0,1,2,0.786967727701077,0.14,0.23069569894475808,1.1576634266458352
744,Control,0,0,0,1,1,1.4221200501282565,0.07,-0.08503175147056201,1.4070882986576945
745,Control,0,0,0,0,0,1.4285605286030891,0,0.17051840327313875,1.599078931876228
746,Control,1,0,1,1,3,1.2317325349096513,0.21000000000000002,0.3115386751969796,1.7532712101066308
747,Control,1,0,0,1,2,1.2393175067695128,0.14,0.2860342159951851,1.6653517227646981
748,Control,0,1,0,0,1,1.088977092600369,0.07,-0.2932067768144145,0.8657703157859546
749,Control,0,0,0,0,0,1.1131883533594873,0,-0.5653484668699037,0.5478398864895836
750,Control,1,1,0,1,3,1.1501758109779319,0.21000000000000002,0.026110630268425195,1.386286441246357
751,Control,1,0,0,0,1,0.94895666186659,0.07,0.10314250907209069,1.1220991709386807
752,Control,1,0,0,1,2,0.8345998122548425,0.14,0.09264047788985852,1.0672402901447011
753,Control,1,0,0,0,1,0.9089239151707674,0.07,0.1716529022586445,1.1505768174294118
754,Control,1,0,0,0,1,1.1588587717632408,0.07,-0.28171543138267413,0.9471433403805667
755,Control,1,0,1,0,2,0.8843411283307416,0.14,-0.10122835343352893,0.9231127748972128
756,Control,1,0,0,1,2,0.42208498386918814,0.14,0.1559508302442296,0.7180358141134178
757,Control,0,0,0,0,0,1.2218030633813808,0,-0.16459135318052634,1.0572117102008545
758,Control,1,1,1,0,3,1.0706963622222068,0.21000000000000002,0.21567969050945046,1.4963760527316572
759,Control,0,0,0,0,0,0.7971588929246679,0,0.07644974000037229,0.8736086329250402
760,Control,0,0,1,0,1,0.9296809608377697,0.07,0.4299292192434031,1.429610180081173
761,Control,0,0,0,0,0,1.1214377758735825,0,0.0498415824401132,1.1712793583136958
762,Control,0,0,0,0,0,1.493585202725291,0,0.006862128144156503,1.5004473308694475
763,Control,1,0,0,1,2,1.3213221605916146,0.14,0.11687794603424409,1.5782001066258589
764,Control,1,0,1,0,2,0.8181080198881101,0.14,-0.2981353499418984,0.6599726699462117
765,Control,0,0,0,1,1,1.7396316873423598,0.07,0.20075107499935962,2.0103827623417194
766,Control,0,0,1,1,2,1.3891220373591002,0.14,0.14222492558475394,1.6713469629438542
767,Control,0,0,1,1,2,1.1466730151120315,0.14,0.39173876038136557,1.6784117754933972
768,Control,1,1,1,0,3,1.1138683048013522,0.21000000000000002,0.3530440705326459,1.676912375333998
769,Control,1,0,0,0,1,0.8515301560989372,0.07,0.031410534205143933,0.9529406903040812
770,Control,1,0,0,0,1,1.162619645943857,0.07,0.0854193876234501,1.3180390335673071
771,Control,1,0,0,0,1,1.199461461138253,0.07,-0.12035947753707144,1.1491019836011818
772,Control,1,0,1,1,3,0.9634321874768514,0.21000000000000002,0.2935952881194164,1.4670274755962678
773,Control,1,0,0,0,1,1.1385690714184609,0.07,0.015452509828413438,1.2240215812468744
774,Control,1,0,0,0,1,0.7409042591318871,0.07,-0.216080442680386,0.5948238164515012
775,Control,0,0,0,0,0,1.3516284628176063,0,0.2265717286916804,1.5782001915092867
776,Control,1,0,0,1,2,0.9730455251831154,0.14,0.20940994247690226,1.3224554676600175
777,Control,0,0,0,1,1,0.4516348052355319,0.07,0.18098945714251982,0.7026242623780518
778,Control,0,0,1,0,1,0.8634382322942553,0.07,0.19252339551745418,1.1259616278117095
779,Control,0,0,0,0,0,1.081701795161823,0,0.14890082558319118,1.2306026207450143
780,Control,0,0,0,0,0,1.1822832743451381,0,0.20719173365163593,1.3894750079967741
781,Control,0,0,1,1,2,0.6532691190273039,0.14,0.047275409936078365,0.8405445289633823
782,Control,0,0,0,0,0,1.0170860997236275,0,0.34149558756095777,1.3585816872845853
783,Control,1,0,1,0,2,0.9697256798140191,0.14,0.08161577166973245,1.1913414514837517
784,Control,1,1,0,0,2,0.8570829385418127,0.14,0.241571478027715,1.2386544165695277
785,Control,0,0,0,0,0,0.7149845276775741,0,-0.12206826458430656,0.5929162630932676
786,Control,1,0,0,0,1,0.5922233966553472,0.07,-0.3045995552014028,0.5
787,Control,1,0,1,1,3,1.0682302474562027,0.21000000000000002,0.09431427397229564,1.3725445214284981
788,Control,0,0,0,0,0,0.6673921058134151,0,-0.1450234807141887,0.5223686250992264
789,Control,1,0,0,0,1,0.7623807011546876,0.07,-0.5028010829395096,0.5
790,Control,1,0,0,0,1,1.2327490542836026,0.07,0.0771779903281874,1.3799270446117902
791,Control,0,1,0,0,1,0.8454950482410797,0.07,0.1531143837977641,1.0686094320388437
792,Control,1,1,1,0,3,1.0930590845000965,0.21000000000000002,0.2124610764444281,1.5155201609445246
793,Control,0,1,1,0,2,1.3080666289241094,0.14,-0.18681745937877484,1.2612491695453347
794,Control,1,0,1,0,2,1.0622935427761935,0.14,-0.058140485355945265,1.144153057420248
795,Control,0,0,0,0,0,1.02335180028755,0,0.3526686458165049,1.3760204461040548
796,Control,1,0,0,0,1,0.8195580734259497,0.07,0.11562817641703378,1.0051862498429833
797,Control,1,0,0,0,1,0.7706494163669486,0.07,-0.06620495512799601,0.7744444612389527
798,Control,1,1,1,1,4,0.7404385481361389,0.28,0.2959129600417018,1.3163515081778407
799,Control,0,0,0,0,0,1.1064058467047782,0,0.056951385084085954,1.163357231788864
800,Control,1,1,0,0,2,0.4413555407884018,0.14,-0.1547666147711011,0.5
801,Control,0,0,1,0,1,1.1258706488462435,0.07,-0.17824856513402684,1.0176220837122167
802,Control,0,1,0,0,1,0.64691990273753,0.07,0.036273686862564124,0.7531935896000941
803,Control,1,0,1,1,3,1.0513520346575393,0.21000000000000002,0.17391019982834052,1.4352622344858799
804,Control,1,1,1,0,3,1.3798207532226177,0.21000000000000002,0.1267530966759376,1.7165738498985552
805,Control,1,0,0,0,1,1.15456838166389,0.07,0.12939856861483826,1.3539669502787284
806,Control,1,0,0,0,1,0.9183549473993134,0.07,-0.19152035791392163,0.7968345894853918
807,Control,1,0,0,0,1,1.0944298653428493,0.07,0.10739386290694573,1.271823728249795
808,Control,1,0,0,1,2,0.5029947475251348,0.14,0.16049957299013579,0.8034943205152707
809,Control,1,0,1,0,2,0.8342014135042404,0.14,-0.3250578493331653,0.6491435641710751
810,Control,1,0,0,1,2,0.9194000583872699,0.14,0.3874227728189048,1.4468228312061746
811,Control,1,0,0,1,2,0.19573239047376745,0.14,0.12989166012612907,0.5
812,Control,0,0,0,0,0,1.5295205655557829,0,0.08366844956011515,1.613189015115898
813,Control,1,0,0,0,1,1.0985663946629993,0.07,-0.05626975626276486,1.1122966384002346
814,Control,0,0,0,0,0,1.314402129068152,0,-0.09353889949270705,1.220863229575445
815,Control,0,0,1,0,1,0.993770634448822,0.07,-0.2031032175741653,0.8606674168746568
816,Control,0,0,0,0,0,1.1451501048177726,0,-0.07072319629358458,1.074426908524188
817,Control,0,0,0,1,1,1.5723876744332204,0.07,0.05223181227273074,1.6946194867059512
818,Control,1,0,0,0,1,1.0081217510777427,0.07,-0.13624514331416923,0.9418766077635735
819,Control,1,0,0,0,1,1.0934803213618909,0.07,-0.09639484198629422,1.0670854793755966
820,Control,0,0,0,0,0,1.163458939389598,0,-0.271562709464867,0.891896229924731
821,Control,1,0,0,1,2,1.1142547166940002,0.14,-0.16799129964399406,1.086263417050006
822,Control,0,0,0,0,0,1.1923224998619417,0,0.18046306655391456,1.3727855664158564
823,Control,1,0,0,0,1,0.9292160714009601,0.07,-0.3648002997686606,0.6344157716322996
824,Control,1,0,0,0,1,0.9064751828796532,0.07,7.441378990189612e-5,0.9765495966695551
825,Control,1,0,0,0,1,0.6530131996805845,0.07,-0.10453266171965947,0.618480537960925
826,Control,0,0,1,0,1,0.8997170722516088,0.07,0.005065993339757248,0.9747830655913661
827,Control,1,0,0,1,2,0.8749745903684427,0.14,0.19986308873870517,1.2148376791071478
828,Control,1,0,1,1,3,0.8271175418379703,0.21000000000000002,-0.06479798833794365,0.9723195535000266
829,Control,1,1,1,1,4,1.1521034387532354,0.28,-0.05083878177805942,1.381264656975176
830,Control,1,0,1,0,2,1.088259328531848,0.14,-0.07775073717966988,1.150508591352178
831,Control,1,0,0,0,1,0.6749768776910801,0.07,-0.11451798405653096,0.6304588936345492
832,Control,1,0,1,0,2,0.8726909294260864,0.14,0.11886841189678124,1.1315593413228677
833,Control,1,0,0,0,1,1.0767817792545895,0.07,-0.008789007214469012,1.1379927720401206
834,Control,1,0,0,0,1,1.1045227833084004,0.07,-0.06911755524973237,1.1054052280586681
835,Control,0,1,0,0,1,1.0342395463828489,0.07,-0.03358425888954255,1.0706552874933064
836,Control,0,0,0,1,1,0.8181374606316874,0.07,1.2836012871578434e-4,0.8882658207604032
837,Control,1,1,0,0,2,1.5027620440932172,0.14,0.26955767802016045,1.9123197221133779
838,Control,0,1,0,0,1,1.1375053584673085,0.07,-0.27913628151291886,0.9283690769543897
839,Control,0,0,0,0,0,0.8173078220733156,0,0.02691984173899279,0.8442276638123084
840,Control,1,0,1,0,2,1.373166240672716,0.14,-0.1552945914349233,1.3578716492377927
841,Control,0,0,0,1,1,0.8748279402520593,0.07,0.01925829657496156,0.964086236827021
842,Control,0,0,0,1,1,1.5067270759423925,0.07,0.042658241267577,1.6193853172099697
843,Control,1,0,1,0,2,1.009005758962024,0.14,0.186067548795851,1.3350733077578751
844,Control,0,0,0,0,0,0.6833823160357583,0,-0.05754561366047927,0.625836702375279
845,Control,1,0,1,0,2,1.132658255243843,0.14,-0.1545239795269442,1.1181342757168986
846,Control,1,0,0,1,2,1.3703443484937692,0.14,0.2162738685422209,1.7266182170359903
847,Control,1,0,0,1,2,0.7579620518875793,0.14,-0.2836836238188882,0.614278428068691
848,Control,1,0,0,0,1,0.6887164381184139,0.07,0.4487967717876493,1.2075132099060633
849,Control,0,0,0,0,0,1.0844016978387414,0,-0.29189492133777317,0.7925067765009682
850,Control,1,0,0,0,1,0.44857361583565125,0.07,0.19009024879244085,0.7086638646280922
851,Control,1,0,0,1,2,0.9016070959398895,0.14,0.3252850850211124,1.366892180961002
852,RA Farmer,0,0,1,0,1,0.9552962143845903,0.07,-0.3689962910311057,0.6562999233534845
853,RA Farmer,1,1,0,1,3,1.4610634105718445,0.21000000000000002,-0.3303388468792313,1.3407245636926133
854,RA Farmer,1,1,0,0,2,1.0865881040085457,0.14,0.2698470044157524,1.4964351084242982
855,RA Farmer,1,0,1,1,3,0.8847978732213619,0.21000000000000002,-0.13495154269336504,0.9598463305279968
856,RA Farmer,1,0,1,0,2,2.052496109332181,0.14,0.06152959958535668,2.254025708917538
857,RA Farmer,1,1,1,1,4,1.3385405686833043,0.28,0.8656182547705819,2.4841588234538863
858,RA Farmer,0,0,1,0,1,1.3165909824280595,0.07,-0.030392191218340515,1.356198791209719
859,RA Farmer,1,0,1,0,2,0.7361532668795088,0.14,0.027902610189442335,0.9040558770689511
860,RA Farmer,0,1,0,0,1,1.4038412320995042,0.07,-0.29595466729148395,1.1778865648080203
861,RA Farmer,0,0,0,0,0,1.4564481469884278,0,0.10103031381338873,1.5574784608018166
862,RA Farmer,1,0,1,0,2,1.2074459110819735,0.14,-0.32688751044651393,1.0205584006354596
863,RA Farmer,1,1,1,1,4,0.6623076173797814,0.28,0.1554054170999791,1.0977130344797605
864,RA Farmer,1,0,1,1,3,1.5361984123255028,0.21000000000000002,-0.3366992292166633,1.4094991831088395
865,RA Farmer,1,1,1,0,3,1.8207658003974223,0.21000000000000002,-0.24105507511172328,1.789710725285699
866,RA Farmer,0,0,1,0,1,1.1795367952425897,0.07,-0.17153987588562639,1.0779969193569634
867,RA Farmer,1,0,1,0,2,1.0685691073374284,0.14,0.1496847930965078,1.3582539004339362
868,RA Farmer,1,0,0,1,2,1.2102065357689038,0.14,0.28412507579031054,1.6343316115592144
869,RA Farmer,1,1,0,0,2,1.7161199488741887,0.14,0.2174737598124676,2.0735937086866563
870,RA Farmer,1,1,1,1,4,0.9221182909811558,0.28,-0.3028933657257702,0.8992249252553857
871,RA Farmer,0,0,1,1,2,1.4520744990468135,0.14,-0.06822568208196138,1.523848816964852
872,RA Farmer,0,1,0,0,1,0.6629651263930368,0.07,-0.12559995399474674,0.60736517239829
873,RA Farmer,1,0,0,1,2,0.920888261165922,0.14,-0.2820394242912073,0.7788488368747147
874,RA Farmer,0,0,0,0,0,0.6737126957370028,0,-0.002452053736269298,0.6712606420007334
875,RA Farmer,1,0,1,0,2,1.2662644166869987,0.14,0.1588831547809424,1.5651475714679413
876,RA Farmer,1,0,1,1,3,0.9109306906164987,0.21000000000000002,0.072352098827213,1.1932827894437117
877,RA Farmer,1,0,1,0,2,0.8856471131462248,0.14,0.3117080665599626,1.3373551797061873
878,RA Farmer,1,0,0,0,1,0.9305126587101151,0.07,-0.003729496079988877,0.9967831626301263
879,RA Farmer,0,1,1,0,2,1.037498989995059,0.14,-0.08125355912683274,1.0962454308682266
880,RA Farmer,1,0,1,0,2,1.1479152613705155,0.14,0.035569072945866545,1.323484334316382
881,RA Farmer,0,0,1,1,2,1.6958933473577233,0.14,-0.09047949247235461,1.7454138548853688
882,RA Farmer,1,1,1,0,3,1.5781539397409128,0.21000000000000002,0.03808334696941628,1.826237286710329
883,RA Farmer,1,0,0,0,1,1.0848158189226198,0.07,-0.04733095007574073,1.1074848688468792
884,RA Farmer,0,0,0,1,1,1.4153025022810128,0.07,0.025100971825410684,1.5104034741064236
885,RA Farmer,0,1,0,1,2,1.2334011354338708,0.14,-0.16121308479731192,1.2121880506365588
886,RA Farmer,1,1,1,0,3,1.074349126010543,0.21000000000000002,0.046036081561958896,1.330385207572502
887,RA Farmer,1,0,1,0,2,1.3374542785211583,0.14,0.2646407115014013,1.7420949900225597
888,RA Farmer,1,1,1,1,4,1.2368911478484927,0.28,-0.4038067603718194,1.1130843874766734
889,RA Farmer,0,0,1,1,2,1.4095733671480901,0.14,-0.1675300802032382,1.382043286944852
890,RA Farmer,0,1,1,0,2,1.10336579583402,0.14,0.004232490467341595,1.2475982863013615
891,RA Farmer,1,0,1,0,2,1.0732317716454627,0.14,-0.19580850512924897,1.0174232665162135
892,RA Farmer,1,0,0,1,2,1.053951667413216,0.14,0.18547984847386356,1.3794315158870796
893,RA Farmer,1,0,0,0,1,1.397316711802394,0.07,-0.03389367361132013,1.4334230381910738
894,RA Farmer,1,1,0,0,2,1.3309655738140505,0.14,0.0932944690837992,1.5642600428978497
895,RA Farmer,1,0,1,1,3,1.4365404185861725,0.21000000000000002,0.014696812588997743,1.6612372311751702
896,RA Farmer,0,0,1,0,1,1.0164092117960766,0.07,-0.3756915805279321,0.7107176312681445
897,RA Farmer,1,0,1,1,3,1.063848829820726,0.21000000000000002,-0.310077191988181,0.9637716378325449
898,RA Farmer,1,0,1,0,2,0.8334745527155878,0.14,0.05696497723632524,1.0304395299519131
899,RA Farmer,1,1,0,0,2,0.7583948207643205,0.14,-0.027634714095209074,0.8707601066691114
900,RA Farmer,1,0,1,0,2,1.38280360964147,0.14,0.18265719321800902,1.7054608028594789
901,RA Farmer,1,0,0,0,1,0.7686303674431045,0.07,0.18643527592107853,1.0250656433641832
902,RA Farmer,1,0,1,0,2,1.0775071093662574,0.14,-0.35459211035010263,0.8629149990161546
903,RA Farmer,1,1,1,0,3,1.2100924335950156,0.21000000000000002,-0.028467290478274294,1.3916251431167412
904,RA Farmer,1,0,0,1,2,0.8606704500611746,0.14,0.11110719290513121,1.1117776429663058
905,RA Farmer,1,1,0,0,2,1.799751346366524,0.14,0.14331096166242696,2.083062308028951
