County ,Farmer No.,Type of Respondent,Type of Crop,Gender,Scenario Name,Baseline (bags/ac),Land (ac),Weather,Soil,Management,Practice 1,Practice 2,Practice 3,Lowest Yield in bags/ac,Highest Yield in bags/ac
Embu,79,RA farmer,Beans,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,2,5
Embu,79,RA farmer,Beans,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,Less than 1 bag,1
Embu,79,RA farmer,Beans,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),4,8
Embu,79,RA farmer,Beans,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,1,1.5
Embu,79,RA farmer,Beans,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,1,2
Embu,80,RA farmer,Maize,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,8,18
Embu,80,RA farmer,Maize,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,1,3
Embu,80,RA farmer,Maize,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),4,8
Embu,80,RA farmer,Maize,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,0.5,1
Embu,80,RA farmer,Maize,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,3,6
Embu,81,VBA,Maize,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,14,30
Embu,81,VBA,Maize,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,1,3
Embu,81,VBA,Maize,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),10,35
Embu,81,VBA,Maize,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,3,5
Embu,81,VBA,Maize,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,15,35
Embu,82,VBA,Maize,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,4,10
Embu,82,VBA,Maize,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,4,8
Embu,82,VBA,Maize,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),5,10
Embu,82,VBA,Maize,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,2,5
Embu,82,VBA,Maize,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,3,4
Embu,83,VBA,Maize,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,3,8
Embu,83,VBA,Maize,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,2,4
Embu,83,VBA,Maize,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),10,15
Embu,83,VBA,Maize,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,2,4
Embu,83,VBA,Maize,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,3,5
Embu,84,VBA,Maize,M,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,15,30
Embu,84,VBA,Maize,M,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,1,3
Embu,84,VBA,Maize,M,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),10,20
Embu,84,VBA,Maize,M,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,3,5
Embu,84,VBA,Maize,M,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,8,10
Embu,85,VBA,Maize,M,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,21,85
Embu,85,VBA,Maize,M,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,7,20
Embu,85,VBA,Maize,M,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),12,40
Embu,85,VBA,Maize,M,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,2,8
Embu,85,VBA,Maize,M,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,7,25
Embu,86,VBA,Beans,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,2,8
Embu,86,VBA,Beans,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,1,1.5
Embu,86,VBA,Beans,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),6,10
Embu,86,VBA,Beans,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,0.5,1
Embu,86,VBA,Beans,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,4,6
Embu,87,VBA,Beans,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,2,8
Embu,87,VBA,Beans,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,1,1.5
Embu,87,VBA,Beans,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),6,10
Embu,87,VBA,Beans,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,0.5,1
Embu,87,VBA,Beans,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,4,6
Embu,88,RA farmer,Beans,F,SCENARIO A,8,2,Average (≈500–600 mm),Medium,Strong,Ripping,Manure application (5 t/ac),Microdosing fertilizer,6,20
Embu,88,RA farmer,Beans,F,SCENARIO B,8,2,Drought (≈300 mm),Poor,Average,Mulching,,,2,5
Embu,88,RA farmer,Beans,F,SCENARIO C,6,1,Good (≈700 mm),Good,Average,Intercropping,Mulching,Manure application (5 t/ac),4,10
Embu,88,RA farmer,Beans,F,SCENARIO D,10,1,Average (≈500–600 mm),Poor,Weak,Planting basins,,,1,3
Embu,88,RA farmer,Beans,F,SCENARIO E,8,2,Average (≈500–600 mm),Medium,Strong,Agroforestry (trees on farm),Crop rotation,,8,18
